羽なし扇風機,tfidf
扇風機,0.8105346868565009
ファン,0.35902878746663797
羽根,0.23119277980806233
ハンディ,0.20399362924240794
ネック,0.111516517319183
掛け,0.09519702697979036
ポータブル,0.08872739659324091
卓上,0.08409220723821365
ミニ,0.0747486286561899
usb,0.07408344579437129
充電,0.06900343345338825
対策,0.0677409447196721
熱中,0.06527796135757054
タワー,0.06306915542866023
段階,0.06306915542866023
携帯,0.057414670490637754
ハンズフリー,0.05711821618787422
無し,0.05158569569374472
小型,0.05000632591120062
クーラー,0.044381998264612754
リモコン,0.041268556554995776
モーター,0.039710208973600884
振り,0.03807881079191614
調節,0.03807881079191614
way,0.035358895735350705
コンパクト,0.035078273071746414
dc,0.035038419682589014
リビング,0.035038419682589014
2020,0.031908740917115395
おしゃれ,0.0314854644626078
サーキュレーター,0.02991906562221983
手持ち,0.02719915056565439
スリム,0.024761133932997465
タイマー,0.024479235509088954
ダイソン,0.024479235509088954
ブレードレス,0.024479235509088954
冷風,0.024479235509088954
空気,0.024479235509088954
スタンド,0.023511703833663973
持ち運び,0.023358946455059343
無料,0.02250424413324193
送料,0.02250424413324193
機能,0.022021579095723245
cool,0.02175932045252351
左右,0.02175932045252351
送風,0.02175932045252351
アウトドア,0.020634278277497888
dyson,0.01903940539595807
節電,0.01903940539595807
髪の毛,0.01903940539595807
付き,0.018790603349339054
省エネ,0.018687157164047476
最新,0.018520861448592822
人気,0.01847348158359312
軽量,0.01666877530373354
360,0.016351262518541538
売れ筋,0.016351262518541538
安全,0.016351262518541538
調整,0.016351262518541538
pure,0.016319490339392635
torras,0.016319490339392635
ブレードレスデスクファン,0.016319490339392635
清浄,0.016319490339392635
安心,0.015334096322975166
便利,0.014816689158874257
冷却,0.014015367873035606
ハンズフリーファン,0.013599575282827195
ハンディー,0.013599575282827195
快適,0.013599575282827195
ポイント,0.01343525933352227
価格,0.012964603014014975
シルバー,0.012380566966498733
スポーツ,0.012380566966498733
日本語,0.012380566966498733
説明,0.012380566966498733
タイプ,0.011255524791473105
スリムタワーファン,0.010879660226261755
ハンディーファン,0.010879660226261755
上下,0.010879660226261755
両手,0.010879660226261755
涼感,0.010879660226261755
解放,0.010879660226261755
モデル,0.010733867426082616
楽天,0.010733867426082616
ホワイト,0.010363096045046233
高品,0.010317139138748944
宅配,0.010076444500141703
在庫,0.009848584192538966
オフィス,0.009343578582023738
切替,0.009343578582023738
装着,0.009343578582023738
グッズ,0.009260430724296411
子供,0.009260430724296411
種類,0.009260430724296411
プレゼント,0.008441643593604827
スペース,0.008253711310999156
am,0.008159745169696317
elc,0.008159745169696317
ws,0.008159745169696317
キャンプ,0.008159745169696317
ネックバンドファン,0.008159745169696317
ヒーター,0.008159745169696317
ブレードレスファン,0.008159745169696317
回転,0.008159745169696317
屋外,0.008159745169696317
敬老,0.008159745169696317
赤ちゃん,0.008159745169696317
静か,0.008159745169696317
mah,0.007408344579437128
容量,0.007408344579437128
保証,0.007034702994670691
セール,0.007007683936517803
テーブル,0.007007683936517803
ヘッドホン,0.007007683936517803
作業,0.007007683936517803
設計,0.007007683936517803
スマホスタンド,0.006190283483249366
品質,0.006190283483249366
年間,0.006190283483249366
ブラック,0.006133638529190066
正規,0.006133638529190066
led,0.0055562584345778465
new,0.0055562584345778465
デスク,0.0055562584345778465
壁掛け,0.0055562584345778465
022,0.005439830113130878
04,0.005439830113130878
720,0.005439830113130878
bp,0.005439830113130878
deco,0.005439830113130878
dp,0.005439830113130878
fan,0.005439830113130878
ht,0.005439830113130878
link,0.005439830113130878
me,0.005439830113130878
rs,0.005439830113130878
sale,0.005439830113130878
tp,0.005439830113130878
wsn,0.005439830113130878
wyfs,0.005439830113130878
がけ,0.005439830113130878
アンドデコ,0.005439830113130878
エアコン,0.005439830113130878
コッパー,0.005439830113130878
スリープモード,0.005439830113130878
パープル,0.005439830113130878
ファ,0.005439830113130878
フェス,0.005439830113130878
ブレードレスサーキュレーター,0.005439830113130878
メタル,0.005439830113130878
両用,0.005439830113130878
寝室,0.005439830113130878
部屋,0.005439830113130878
野外,0.005439830113130878
風力,0.005439830113130878
中古,0.005181548022523116
01,0.005038222250070851
03,0.004671789291011869
gc,0.004671789291011869
おすすめ,0.004671789291011869
ため,0.004671789291011869
ウォーキング,0.004671789291011869
ガン,0.004671789291011869
スタイリッシュ,0.004671789291011869
テレ,0.004671789291011869
モード,0.004671789291011869
乾燥,0.004671789291011869
処分,0.004671789291011869
夏物,0.004671789291011869
強力,0.004671789291011869
旅行,0.004671789291011869
角度,0.004671789291011869
電気,0.004671789291011869
ギフト,0.004220821796802414
4000,0.004126855655499578
ss,0.004126855655499578
ケーブル,0.004126855655499578
トップ,0.004126855655499578
ピンク,0.004126855655499578
ランキング,0.004126855655499578
ワーク,0.004126855655499578
自然,0.004126855655499578
防止,0.004126855655499578
30,0.0038861610168923373
ライト,0.0038861610168923373
mm,0.003704172289718564
アウトレット,0.003704172289718564
エコ,0.003704172289718564
ダブル,0.003704172289718564
即納,0.003704172289718564
可能,0.003704172289718564
国内,0.003704172289718564
300,0.0033588148333805676
付属,0.0033588148333805676
専用,0.0033588148333805676
日本,0.0033588148333805676
最大,0.0033588148333805676
時間,0.003066819264595033
限定,0.0028138811978682763
1011,0.002719915056565439
1218,0.002719915056565439
171,0.002719915056565439
